Instrument: DJ

Method: CC
Precision: 3
==============

Y1
+--------------------------------------------------------------------------------------------------------------------------+
|                                                          Y1[1]                                                           |
+------------+-----------+-----------+-----------+-----------+---------+--------+----------+---------+-----------+---------+
|       Date |      Open |      High |       Low |     Close | GAP, pp | GAP, % | |HL|, pp | |HL|, % |    OC, pp |   OC, % |
+------------+-----------+-----------+-----------+-----------+---------+--------+----------+---------+-----------+---------+
| 1999-12-31 |  9212.800 | 11568.800 |  8994.300 | 11497.100 |    None |   None | 2574.500 |  28.624 |  2284.300 |  19.868 |
| 2000-12-29 | 11501.800 | 11750.300 |  9651.680 | 10786.800 |   4.700 |  0.041 | 2098.620 |  21.744 |  -715.000 |  -6.628 |
| 2001-12-31 | 10790.900 | 11350.000 |  8062.340 | 10021.500 |   4.100 |  0.038 | 3287.660 |  40.778 |  -769.400 |  -7.677 |
| 2002-12-31 | 10021.700 | 10673.100 |  7197.490 |  8341.630 |   0.200 |  0.002 | 3475.610 |  48.289 | -1680.070 | -20.141 |
| 2003-12-31 |  8342.380 | 10462.400 |  7416.640 | 10453.900 |   0.750 |  0.009 | 3045.760 |  41.067 |  2111.520 |  20.198 |
| 2004-12-31 | 10452.700 | 10868.100 |  9708.400 | 10783.000 |  -1.200 | -0.011 | 1159.700 |  11.945 |   330.300 |   3.063 |
| 2005-12-30 | 10783.800 | 10984.500 | 10000.500 | 10717.500 |   0.800 |  0.007 |  984.000 |   9.840 |   -66.300 |  -0.619 |
| 2006-12-29 | 10718.300 | 12529.900 | 10661.200 | 12463.200 |   0.800 |  0.007 | 1868.700 |  17.528 |  1744.900 |  14.000 |
| 2007-12-31 | 12459.500 | 14198.100 | 11939.600 | 13264.800 |  -3.700 | -0.030 | 2258.500 |  18.916 |   805.300 |   6.071 |
| 2008-12-31 | 13261.800 | 13279.500 |  7449.380 |  8776.390 |  -3.000 | -0.023 | 5830.120 |  78.263 | -4485.410 | -51.108 |
| 2009-12-31 |  8772.250 | 10580.300 |  6469.950 | 10428.000 |  -4.140 | -0.047 | 4110.350 |  63.530 |  1655.750 |  15.878 |
| 2010-12-31 | 10430.700 | 11625.000 |  9614.320 | 11577.510 |   2.700 |  0.026 | 2010.680 |  20.913 |  1146.810 |   9.905 |
| 2011-12-30 | 11577.430 | 12876.000 | 10404.490 | 12217.560 |  -0.080 | -0.001 | 2471.510 |  23.754 |   640.130 |   5.239 |
| 2012-12-31 | 12221.190 | 13661.870 | 12035.090 | 13104.140 |   3.630 |  0.030 | 1626.780 |  13.517 |   882.950 |   6.738 |
| 2013-12-31 | 13104.300 | 16588.250 | 13104.300 | 16576.660 |   0.160 |  0.001 | 3483.950 |  26.586 |  3472.360 |  20.947 |
| 2014-12-31 | 16572.170 | 18103.450 | 15340.690 | 17823.070 |  -4.490 | -0.027 | 2762.760 |  18.009 |  1250.900 |   7.018 |
| 2015-12-31 | 17823.070 | 18351.360 | 15370.330 | 17425.030 |   0.000 |  0.000 | 2981.030 |  19.395 |  -398.040 |  -2.284 |
| 2016-12-30 | 17405.480 | 19987.630 | 15450.560 | 19762.600 | -19.550 | -0.112 | 4537.070 |  29.365 |  2357.120 |  11.927 |
| 2017-12-29 | 19872.900 | 24876.070 | 19677.940 | 24719.220 | 110.300 |  0.555 | 5198.130 |  26.416 |  4846.320 |  19.605 |
| 2018-12-31 | 24809.300 | 26616.710 | 23344.520 | 25326.160 |  90.080 |  0.363 | 3272.190 |  14.017 |   516.860 |   2.041 |
+------------+-----------+-----------+-----------+-----------+---------+--------+----------+---------+-----------+---------+

