Date,Open,High,Low,Close
1982-02-25,1.8325,1.8325,1.8325,1.8325
1982-02-26,1.8198,1.8198,1.8198,1.8198
1982-03-01,1.8218,1.8218,1.8218,1.8218
1982-03-02,1.8123,1.8123,1.8123,1.8123
1982-03-03,1.8232,1.8232,1.8232,1.8232
1982-03-04,1.8275,1.8275,1.8275,1.8275
1982-03-05,1.8376,1.8376,1.8376,1.8376
1982-03-08,1.8252,1.8252,1.8252,1.8252
1982-03-09,1.8034,1.8034,1.8034,1.8034
1982-03-10,1.81,1.81,1.81,1.81
1982-03-11,1.8047,1.8047,1.8047,1.8047
1982-03-12,1.7976,1.7976,1.7976,1.7976
1982-03-15,1.8067,1.8067,1.8067,1.8067
1982-03-16,1.8021,1.8021,1.8021,1.8021
1982-03-17,1.809,1.809,1.809,1.809
1982-03-18,1.8096,1.8096,1.8096,1.8096
1982-03-19,1.7989,1.7989,1.7989,1.7989
1982-03-22,1.7979,1.7979,1.7979,1.7979
1982-03-23,1.8021,1.8021,1.8021,1.8021
1982-03-24,1.8044,1.8044,1.8044,1.8044
1982-03-25,1.7953,1.7953,1.7953,1.7953
1982-03-26,1.7899,1.7899,1.7899,1.7899
1982-03-29,1.7778,1.7778,1.7778,1.7778
1982-03-30,1.7835,1.7835,1.7835,1.7835
1982-03-31,1.7809,1.7809,1.7809,1.7809
1982-04-01,1.7902,1.7902,1.7902,1.7902
1982-04-02,1.7873,1.7873,1.7873,1.7873
1982-04-05,1.7721,1.7721,1.7721,1.7721
1982-04-06,1.7504,1.7504,1.7504,1.7504
1982-04-07,1.763,1.763,1.763,1.763
1982-04-08,1.7532,1.7532,1.7532,1.7532
1982-04-09,1.7541,1.7541,1.7541,1.7541
1982-04-12,1.7677,1.7677,1.7677,1.7677
1982-04-13,1.769,1.769,1.769,1.769
1982-04-14,1.7599,1.7599,1.7599,1.7599
1982-04-15,1.7599,1.7599,1.7599,1.7599
1982-04-16,1.7599,1.7599,1.7599,1.7599
1982-04-19,1.773,1.773,1.773,1.773
1982-04-20,1.7702,1.7702,1.7702,1.7702
1982-04-21,1.7768,1.7768,1.7768,1.7768
1982-04-22,1.7771,1.7771,1.7771,1.7771
1982-04-23,1.7721,1.7721,1.7721,1.7721
1982-04-26,1.7771,1.7771,1.7771,1.7771
1982-04-27,1.7746,1.7746,1.7746,1.7746
1982-04-28,1.7854,1.7854,1.7854,1.7854
1982-04-29,1.794,1.794,1.794,1.794
1982-04-30,1.7944,1.7944,1.7944,1.7944
1982-05-03,1.8136,1.8136,1.8136,1.8136
1982-05-04,1.7947,1.7947,1.7947,1.7947
1982-05-05,1.8047,1.8047,1.8047,1.8047
1982-05-06,1.8212,1.8212,1.8212,1.8212
1982-05-07,1.8262,1.8262,1.8262,1.8262
1982-05-10,1.8359,1.8359,1.8359,1.8359
1982-05-11,1.8332,1.8332,1.8332,1.8332
1982-05-12,1.8372,1.8372,1.8372,1.8372
1982-05-13,1.8238,1.8238,1.8238,1.8238
1982-05-14,1.8238,1.8238,1.8238,1.8238
1982-05-17,1.8169,1.8169,1.8169,1.8169
1982-05-18,1.8136,1.8136,1.8136,1.8136
1982-05-19,1.7966,1.7966,1.7966,1.7966
1982-05-20,1.7794,1.7794,1.7794,1.7794
1982-05-21,1.7976,1.7976,1.7976,1.7976
1982-05-24,1.8044,1.8044,1.8044,1.8044
1982-05-25,1.8047,1.8047,1.8047,1.8047
1982-05-26,1.7999,1.7999,1.7999,1.7999
1982-05-27,1.7895,1.7895,1.7895,1.7895
1982-05-28,1.7912,1.7912,1.7912,1.7912
1982-06-01,1.7873,1.7873,1.7873,1.7873
1982-06-02,1.7915,1.7915,1.7915,1.7915
1982-06-03,1.7963,1.7963,1.7963,1.7963
1982-06-04,1.795,1.795,1.795,1.795
1982-06-07,1.7899,1.7899,1.7899,1.7899
1982-06-08,1.7822,1.7822,1.7822,1.7822
1982-06-09,1.7743,1.7743,1.7743,1.7743
1982-06-10,1.764,1.764,1.764,1.764
1982-06-11,1.7746,1.7746,1.7746,1.7746
1982-06-14,1.7578,1.7578,1.7578,1.7578
1982-06-15,1.7612,1.7612,1.7612,1.7612
1982-06-16,1.7479,1.7479,1.7479,1.7479
1982-06-17,1.7431,1.7431,1.7431,1.7431
1982-06-18,1.7385,1.7385,1.7385,1.7385
1982-06-21,1.7271,1.7271,1.7271,1.7271
1982-06-22,1.7367,1.7367,1.7367,1.7367
1982-06-23,1.7295,1.7295,1.7295,1.7295
1982-06-24,1.7331,1.7331,1.7331,1.7331
1982-06-25,1.7188,1.7188,1.7188,1.7188
1982-06-28,1.7185,1.7185,1.7185,1.7185
1982-06-29,1.7349,1.7349,1.7349,1.7349
1982-06-30,1.7355,1.7355,1.7355,1.7355
1982-07-01,1.7349,1.7349,1.7349,1.7349
1982-07-02,1.731,1.731,1.731,1.731
1982-07-06,1.7241,1.7241,1.7241,1.7241
1982-07-07,1.7106,1.7106,1.7106,1.7106
1982-07-08,1.7106,1.7106,1.7106,1.7106
1982-07-09,1.7244,1.7244,1.7244,1.7244
1982-07-12,1.7322,1.7322,1.7322,1.7322
1982-07-13,1.7227,1.7227,1.7227,1.7227
1982-07-14,1.7229,1.7229,1.7229,1.7229
1982-07-15,1.7215,1.7215,1.7215,1.7215
1982-07-16,1.7238,1.7238,1.7238,1.7238
1982-07-19,1.7349,1.7349,1.7349,1.7349
1982-07-20,1.7388,1.7388,1.7388,1.7388
1982-07-21,1.7559,1.7559,1.7559,1.7559
1982-07-22,1.7473,1.7473,1.7473,1.7473
1982-07-23,1.7668,1.7668,1.7668,1.7668
1982-07-26,1.7643,1.7643,1.7643,1.7643
1982-07-27,1.7562,1.7562,1.7562,1.7562
1982-07-28,1.7434,1.7434,1.7434,1.7434
1982-07-29,1.7382,1.7382,1.7382,1.7382
1982-07-30,1.7382,1.7382,1.7382,1.7382
1982-08-02,1.7535,1.7535,1.7535,1.7535
1982-08-03,1.7486,1.7486,1.7486,1.7486
1982-08-04,1.7277,1.7277,1.7277,1.7277
1982-08-05,1.7156,1.7156,1.7156,1.7156
1982-08-06,1.7141,1.7141,1.7141,1.7141
1982-08-09,1.6998,1.6998,1.6998,1.6998
1982-08-10,1.6975,1.6975,1.6975,1.6975
1982-08-11,1.6981,1.6981,1.6981,1.6981
1982-08-12,1.6981,1.6981,1.6981,1.6981
1982-08-13,1.7018,1.7018,1.7018,1.7018
1982-08-16,1.7024,1.7024,1.7024,1.7024
1982-08-17,1.7071,1.7071,1.7071,1.7071
1982-08-18,1.7238,1.7238,1.7238,1.7238
1982-08-19,1.7235,1.7235,1.7235,1.7235
1982-08-20,1.7413,1.7413,1.7413,1.7413
1982-08-23,1.744,1.744,1.744,1.744
1982-08-24,1.7665,1.7665,1.7665,1.7665
1982-08-25,1.7606,1.7606,1.7606,1.7606
1982-08-26,1.7599,1.7599,1.7599,1.7599
1982-08-27,1.7361,1.7361,1.7361,1.7361
1982-08-30,1.7085,1.7085,1.7085,1.7085
1982-08-31,1.7206,1.7206,1.7206,1.7206
1982-09-01,1.7206,1.7206,1.7206,1.7206
1982-09-02,1.7349,1.7349,1.7349,1.7349
1982-09-03,1.7307,1.7307,1.7307,1.7307
1982-09-07,1.7277,1.7277,1.7277,1.7277
1982-09-08,1.7209,1.7209,1.7209,1.7209
1982-09-09,1.728,1.728,1.728,1.728
1982-09-10,1.7123,1.7123,1.7123,1.7123
1982-09-13,1.7053,1.7053,1.7053,1.7053
1982-09-14,1.7074,1.7074,1.7074,1.7074
1982-09-15,1.7068,1.7068,1.7068,1.7068
1982-09-16,1.7074,1.7074,1.7074,1.7074
1982-09-17,1.7129,1.7129,1.7129,1.7129
1982-09-20,1.7103,1.7103,1.7103,1.7103
1982-09-21,1.71,1.71,1.71,1.71
1982-09-22,1.7218,1.7218,1.7218,1.7218
1982-09-23,1.7103,1.7103,1.7103,1.7103
1982-09-24,1.7085,1.7085,1.7085,1.7085
1982-09-27,1.6955,1.6955,1.6955,1.6955
1982-09-28,1.6906,1.6906,1.6906,1.6906
1982-09-29,1.6955,1.6955,1.6955,1.6955
1982-09-30,1.6946,1.6946,1.6946,1.6946
1982-10-01,1.6981,1.6981,1.6981,1.6981
1982-10-04,1.6832,1.6832,1.6832,1.6832
1982-10-05,1.6863,1.6863,1.6863,1.6863
1982-10-06,1.6926,1.6926,1.6926,1.6926
1982-10-07,1.7036,1.7036,1.7036,1.7036
1982-10-08,1.7044,1.7044,1.7044,1.7044
1982-10-12,1.7238,1.7238,1.7238,1.7238
1982-10-13,1.7082,1.7082,1.7082,1.7082
1982-10-14,1.7062,1.7062,1.7062,1.7062
1982-10-15,1.7042,1.7042,1.7042,1.7042
1982-10-18,1.7079,1.7079,1.7079,1.7079
1982-10-19,1.7071,1.7071,1.7071,1.7071
1982-10-20,1.6972,1.6972,1.6972,1.6972
1982-10-21,1.6958,1.6958,1.6958,1.6958
1982-10-22,1.6978,1.6978,1.6978,1.6978
1982-10-25,1.6804,1.6804,1.6804,1.6804
1982-10-26,1.6861,1.6861,1.6861,1.6861
1982-10-27,1.6846,1.6846,1.6846,1.6846
1982-10-28,1.6781,1.6781,1.6781,1.6781
1982-10-29,1.677,1.677,1.677,1.677
1982-11-01,1.6827,1.6827,1.6827,1.6827
1982-11-03,1.6795,1.6795,1.6795,1.6795
1982-11-04,1.6664,1.6664,1.6664,1.6664
1982-11-05,1.6628,1.6628,1.6628,1.6628
1982-11-08,1.6504,1.6504,1.6504,1.6504
1982-11-09,1.6606,1.6606,1.6606,1.6606
1982-11-10,1.6625,1.6625,1.6625,1.6625
1982-11-12,1.6515,1.6515,1.6515,1.6515
1982-11-15,1.6316,1.6316,1.6316,1.6316
1982-11-16,1.6205,1.6205,1.6205,1.6205
1982-11-17,1.6013,1.6013,1.6013,1.6013
1982-11-18,1.6031,1.6031,1.6031,1.6031
1982-11-19,1.6194,1.6194,1.6194,1.6194
1982-11-22,1.5939,1.5939,1.5939,1.5939
1982-11-23,1.5972,1.5972,1.5972,1.5972
1982-11-24,1.5957,1.5957,1.5957,1.5957
1982-11-26,1.5926,1.5926,1.5926,1.5926
1982-11-29,1.6062,1.6062,1.6062,1.6062
1982-11-30,1.6321,1.6321,1.6321,1.6321
1982-12-01,1.6284,1.6284,1.6284,1.6284
1982-12-02,1.6367,1.6367,1.6367,1.6367
1982-12-03,1.641,1.641,1.641,1.641
1982-12-06,1.6197,1.6197,1.6197,1.6197
1982-12-07,1.6319,1.6319,1.6319,1.6319
1982-12-08,1.6268,1.6268,1.6268,1.6268
1982-12-09,1.6121,1.6121,1.6121,1.6121
1982-12-10,1.61,1.61,1.61,1.61
1982-12-13,1.6069,1.6069,1.6069,1.6069
1982-12-14,1.6163,1.6163,1.6163,1.6163
1982-12-15,1.6142,1.6142,1.6142,1.6142
1982-12-16,1.62,1.62,1.62,1.62
1982-12-17,1.5997,1.5997,1.5997,1.5997
1982-12-20,1.6106,1.6106,1.6106,1.6106
1982-12-21,1.6044,1.6044,1.6044,1.6044
1982-12-22,1.6069,1.6069,1.6069,1.6069
1982-12-23,1.5949,1.5949,1.5949,1.5949
1982-12-24,1.6,1.6,1.6,1.6
1982-12-27,1.6051,1.6051,1.6051,1.6051
1982-12-28,1.6192,1.6192,1.6192,1.6192
1982-12-29,1.6268,1.6268,1.6268,1.6268
1982-12-30,1.6163,1.6163,1.6163,1.6163
1982-12-31,1.6179,1.6179,1.6179,1.6179
1983-01-03,1.6234,1.6234,1.6234,1.6234
1983-01-04,1.621,1.621,1.621,1.621
1983-01-05,1.6207,1.6207,1.6207,1.6207
1983-01-06,1.6064,1.6064,1.6064,1.6064
1983-01-07,1.61,1.61,1.61,1.61
1983-01-10,1.5896,1.5896,1.5896,1.5896
1983-01-11,1.5838,1.5838,1.5838,1.5838
1983-01-12,1.5748,1.5748,1.5748,1.5748
1983-01-13,1.578,1.578,1.578,1.578
1983-01-14,1.5813,1.5813,1.5813,1.5813
1983-01-17,1.5888,1.5888,1.5888,1.5888
1983-01-18,1.576,1.576,1.576,1.576
1983-01-19,1.5741,1.5741,1.5741,1.5741
1983-01-20,1.5718,1.5718,1.5718,1.5718
1983-01-21,1.5674,1.5674,1.5674,1.5674
1983-01-24,1.5406,1.5406,1.5406,1.5406
1983-01-25,1.5387,1.5387,1.5387,1.5387
1983-01-26,1.548,1.548,1.548,1.548
1983-01-27,1.5366,1.5366,1.5366,1.5366
1983-01-28,1.5361,1.5361,1.5361,1.5361
1983-01-31,1.5202,1.5202,1.5202,1.5202
1983-02-01,1.5232,1.5232,1.5232,1.5232
1983-02-02,1.5135,1.5135,1.5135,1.5135
1983-02-03,1.5246,1.5246,1.5246,1.5246
1983-02-04,1.5246,1.5246,1.5246,1.5246
1983-02-07,1.5342,1.5342,1.5342,1.5342
1983-02-08,1.5366,1.5366,1.5366,1.5366
1983-02-09,1.5411,1.5411,1.5411,1.5411
1983-02-10,1.5489,1.5489,1.5489,1.5489
1983-02-11,1.5406,1.5406,1.5406,1.5406
1983-02-14,1.5387,1.5387,1.5387,1.5387
1983-02-15,1.5411,1.5411,1.5411,1.5411
1983-02-16,1.5509,1.5509,1.5509,1.5509
1983-02-17,1.5434,1.5434,1.5434,1.5434
1983-02-18,1.5434,1.5434,1.5434,1.5434
1983-02-22,1.5216,1.5216,1.5216,1.5216
1983-02-23,1.5328,1.5328,1.5328,1.5328
1983-02-24,1.5277,1.5277,1.5277,1.5277
1983-02-25,1.527,1.527,1.527,1.527
1983-02-28,1.5115,1.5115,1.5115,1.5115
1983-03-01,1.5044,1.5044,1.5044,1.5044
1983-03-02,1.5051,1.5051,1.5051,1.5051
1983-03-03,1.5124,1.5124,1.5124,1.5124
1983-03-04,1.5108,1.5108,1.5108,1.5108
1983-03-07,1.5168,1.5168,1.5168,1.5168
1983-03-08,1.4995,1.4995,1.4995,1.4995
1983-03-09,1.5024,1.5024,1.5024,1.5024
1983-03-10,1.5119,1.5119,1.5119,1.5119
1983-03-11,1.5026,1.5026,1.5026,1.5026
1983-03-14,1.509,1.509,1.509,1.509
1983-03-15,1.514,1.514,1.514,1.514
1983-03-16,1.5099,1.5099,1.5099,1.5099
1983-03-17,1.5024,1.5024,1.5024,1.5024
1983-03-18,1.4877,1.4877,1.4877,1.4877
1983-03-21,1.4706,1.4706,1.4706,1.4706
1983-03-22,1.473,1.473,1.473,1.473
1983-03-23,1.4579,1.4579,1.4579,1.4579
1983-03-24,1.4618,1.4618,1.4618,1.4618
1983-03-25,1.4601,1.4601,1.4601,1.4601
1983-03-28,1.4543,1.4543,1.4543,1.4543
1983-03-29,1.4543,1.4543,1.4543,1.4543
1983-03-30,1.4665,1.4665,1.4665,1.4665
1983-03-31,1.4824,1.4824,1.4824,1.4824
1983-04-01,1.478,1.478,1.478,1.478
1983-04-04,1.4885,1.4885,1.4885,1.4885
1983-04-05,1.5063,1.5063,1.5063,1.5063
1983-04-06,1.5172,1.5172,1.5172,1.5172
1983-04-07,1.5035,1.5035,1.5035,1.5035
1983-04-08,1.5051,1.5051,1.5051,1.5051
1983-04-11,1.5263,1.5263,1.5263,1.5263
1983-04-12,1.5425,1.5425,1.5425,1.5425
1983-04-13,1.5366,1.5366,1.5366,1.5366
1983-04-14,1.5404,1.5404,1.5404,1.5404
1983-04-15,1.5485,1.5485,1.5485,1.5485
1983-04-18,1.5608,1.5608,1.5608,1.5608
1983-04-19,1.5494,1.5494,1.5494,1.5494
1983-04-20,1.5418,1.5418,1.5418,1.5418
1983-04-21,1.5475,1.5475,1.5475,1.5475
1983-04-22,1.543,1.543,1.543,1.543
1983-04-25,1.5679,1.5679,1.5679,1.5679
1983-04-26,1.5699,1.5699,1.5699,1.5699
1983-04-27,1.5681,1.5681,1.5681,1.5681
1983-04-28,1.5591,1.5591,1.5591,1.5591
1983-04-29,1.5571,1.5571,1.5571,1.5571
1983-05-02,1.5708,1.5708,1.5708,1.5708
1983-05-03,1.5783,1.5783,1.5783,1.5783
1983-05-04,1.5788,1.5788,1.5788,1.5788
1983-05-05,1.578,1.578,1.578,1.578
1983-05-06,1.579,1.579,1.579,1.579
1983-05-09,1.5679,1.5679,1.5679,1.5679
1983-05-10,1.5645,1.5645,1.5645,1.5645
1983-05-11,1.5681,1.5681,1.5681,1.5681
1983-05-12,1.5681,1.5681,1.5681,1.5681
1983-05-13,1.5664,1.5664,1.5664,1.5664
1983-05-16,1.5605,1.5605,1.5605,1.5605
1983-05-17,1.554,1.554,1.554,1.554
1983-05-18,1.5586,1.5586,1.5586,1.5586
1983-05-19,1.5528,1.5528,1.5528,1.5528
1983-05-20,1.5564,1.5564,1.5564,1.5564
1983-05-23,1.5562,1.5562,1.5562,1.5562
1983-05-24,1.5676,1.5676,1.5676,1.5676
1983-05-25,1.5853,1.5853,1.5853,1.5853
1983-05-26,1.6018,1.6018,1.6018,1.6018
1983-05-27,1.6018,1.6018,1.6018,1.6018
1983-05-31,1.6003,1.6003,1.6003,1.6003
1983-06-01,1.5898,1.5898,1.5898,1.5898
1983-06-02,1.5818,1.5818,1.5818,1.5818
1983-06-03,1.5652,1.5652,1.5652,1.5652
1983-06-06,1.576,1.576,1.576,1.576
1983-06-07,1.5721,1.5721,1.5721,1.5721
1983-06-08,1.5696,1.5696,1.5696,1.5696
1983-06-09,1.5788,1.5788,1.5788,1.5788
1983-06-10,1.5706,1.5706,1.5706,1.5706
1983-06-13,1.5521,1.5521,1.5521,1.5521
1983-06-14,1.5225,1.5225,1.5225,1.5225
1983-06-15,1.5221,1.5221,1.5221,1.5221
1983-06-16,1.527,1.527,1.527,1.527
1983-06-17,1.5228,1.5228,1.5228,1.5228
1983-06-20,1.5321,1.5321,1.5321,1.5321
1983-06-21,1.526,1.526,1.526,1.526
1983-06-22,1.5305,1.5305,1.5305,1.5305
1983-06-23,1.5411,1.5411,1.5411,1.5411
1983-06-24,1.5456,1.5456,1.5456,1.5456
1983-06-27,1.5375,1.5375,1.5375,1.5375
1983-06-28,1.5326,1.5326,1.5326,1.5326
1983-06-29,1.5279,1.5279,1.5279,1.5279
1983-06-30,1.533,1.533,1.533,1.533
1983-07-01,1.5312,1.5312,1.5312,1.5312
1983-07-05,1.5284,1.5284,1.5284,1.5284
1983-07-06,1.5394,1.5394,1.5394,1.5394
1983-07-07,1.5392,1.5392,1.5392,1.5392
1983-07-08,1.5413,1.5413,1.5413,1.5413
1983-07-11,1.534,1.534,1.534,1.534
1983-07-12,1.5316,1.5316,1.5316,1.5316
1983-07-13,1.5298,1.5298,1.5298,1.5298
1983-07-14,1.5279,1.5279,1.5279,1.5279
1983-07-15,1.5165,1.5165,1.5165,1.5165
1983-07-18,1.5198,1.5198,1.5198,1.5198
1983-07-19,1.5179,1.5179,1.5179,1.5179
1983-07-20,1.5239,1.5239,1.5239,1.5239
1983-07-21,1.5249,1.5249,1.5249,1.5249
1983-07-22,1.5207,1.5207,1.5207,1.5207
1983-07-25,1.5214,1.5214,1.5214,1.5214
1983-07-26,1.5251,1.5251,1.5251,1.5251
1983-07-27,1.5274,1.5274,1.5274,1.5274
1983-07-28,1.5256,1.5256,1.5256,1.5256
1983-07-29,1.5202,1.5202,1.5202,1.5202
1983-08-01,1.5088,1.5088,1.5088,1.5088
1983-08-02,1.5072,1.5072,1.5072,1.5072
1983-08-03,1.506,1.506,1.506,1.506
1983-08-04,1.4874,1.4874,1.4874,1.4874
1983-08-05,1.485,1.485,1.485,1.485
1983-08-08,1.491,1.491,1.491,1.491
1983-08-09,1.4941,1.4941,1.4941,1.4941
1983-08-10,1.481,1.481,1.481,1.481
1983-08-11,1.4793,1.4793,1.4793,1.4793
1983-08-12,1.4815,1.4815,1.4815,1.4815
1983-08-15,1.4925,1.4925,1.4925,1.4925
1983-08-16,1.5074,1.5074,1.5074,1.5074
1983-08-17,1.5145,1.5145,1.5145,1.5145
1983-08-18,1.523,1.523,1.523,1.523
1983-08-19,1.517,1.517,1.517,1.517
1983-08-22,1.5279,1.5279,1.5279,1.5279
1983-08-23,1.5307,1.5307,1.5307,1.5307
1983-08-24,1.5198,1.5198,1.5198,1.5198
1983-08-25,1.5058,1.5058,1.5058,1.5058
1983-08-26,1.5044,1.5044,1.5044,1.5044
1983-08-29,1.5008,1.5008,1.5008,1.5008
1983-08-30,1.4988,1.4988,1.4988,1.4988
1983-08-31,1.4941,1.4941,1.4941,1.4941
1983-09-01,1.4977,1.4977,1.4977,1.4977
1983-09-02,1.4952,1.4952,1.4952,1.4952
1983-09-06,1.4986,1.4986,1.4986,1.4986
1983-09-07,1.4903,1.4903,1.4903,1.4903
1983-09-08,1.4921,1.4921,1.4921,1.4921
1983-09-09,1.4941,1.4941,1.4941,1.4941
1983-09-12,1.5011,1.5011,1.5011,1.5011
1983-09-13,1.4937,1.4937,1.4937,1.4937
1983-09-14,1.4899,1.4899,1.4899,1.4899
1983-09-15,1.4972,1.4972,1.4972,1.4972
1983-09-16,1.502,1.502,1.502,1.502
1983-09-19,1.509,1.509,1.509,1.509
1983-09-20,1.5081,1.5081,1.5081,1.5081
1983-09-21,1.506,1.506,1.506,1.506
1983-09-22,1.4975,1.4975,1.4975,1.4975
1983-09-23,1.5029,1.5029,1.5029,1.5029
1983-09-26,1.5031,1.5031,1.5031,1.5031
1983-09-27,1.4975,1.4975,1.4975,1.4975
1983-09-28,1.4993,1.4993,1.4993,1.4993
1983-09-29,1.4995,1.4995,1.4995,1.4995
1983-09-30,1.4977,1.4977,1.4977,1.4977
1983-10-03,1.4837,1.4837,1.4837,1.4837
1983-10-04,1.4749,1.4749,1.4749,1.4749
1983-10-05,1.489,1.489,1.489,1.489
1983-10-06,1.4901,1.4901,1.4901,1.4901
1983-10-07,1.509,1.509,1.509,1.509
1983-10-11,1.5078,1.5078,1.5078,1.5078
1983-10-12,1.504,1.504,1.504,1.504
1983-10-13,1.4997,1.4997,1.4997,1.4997
1983-10-14,1.4995,1.4995,1.4995,1.4995
1983-10-17,1.5006,1.5006,1.5006,1.5006
1983-10-18,1.5004,1.5004,1.5004,1.5004
1983-10-19,1.5004,1.5004,1.5004,1.5004
1983-10-20,1.4979,1.4979,1.4979,1.4979
1983-10-21,1.5017,1.5017,1.5017,1.5017
1983-10-24,1.4975,1.4975,1.4975,1.4975
1983-10-25,1.4997,1.4997,1.4997,1.4997
1983-10-26,1.4979,1.4979,1.4979,1.4979
1983-10-27,1.4943,1.4943,1.4943,1.4943
1983-10-28,1.4952,1.4952,1.4952,1.4952
1983-10-31,1.4952,1.4952,1.4952,1.4952
1983-11-01,1.4854,1.4854,1.4854,1.4854
1983-11-02,1.487,1.487,1.487,1.487
1983-11-03,1.487,1.487,1.487,1.487
1983-11-04,1.4881,1.4881,1.4881,1.4881
1983-11-07,1.4854,1.4854,1.4854,1.4854
1983-11-09,1.4846,1.4846,1.4846,1.4846
1983-11-10,1.491,1.491,1.491,1.491
1983-11-14,1.4841,1.4841,1.4841,1.4841
1983-11-15,1.485,1.485,1.485,1.485
1983-11-16,1.483,1.483,1.483,1.483
1983-11-17,1.4784,1.4784,1.4784,1.4784
1983-11-18,1.4695,1.4695,1.4695,1.4695
1983-11-21,1.465,1.465,1.465,1.465
1983-11-22,1.4738,1.4738,1.4738,1.4738
1983-11-23,1.4676,1.4676,1.4676,1.4676
1983-11-25,1.4596,1.4596,1.4596,1.4596
1983-11-28,1.4586,1.4586,1.4586,1.4586
1983-11-29,1.4601,1.4601,1.4601,1.4601
1983-11-30,1.4631,1.4631,1.4631,1.4631
1983-12-01,1.4579,1.4579,1.4579,1.4579
1983-12-02,1.4571,1.4571,1.4571,1.4571
1983-12-05,1.4455,1.4455,1.4455,1.4455
1983-12-06,1.4505,1.4505,1.4505,1.4505
1983-12-07,1.4388,1.4388,1.4388,1.4388
1983-12-08,1.4413,1.4413,1.4413,1.4413
1983-12-09,1.4351,1.4351,1.4351,1.4351
1983-12-12,1.4306,1.4306,1.4306,1.4306
1983-12-13,1.4164,1.4164,1.4164,1.4164
1983-12-14,1.415,1.415,1.415,1.415
1983-12-15,1.4215,1.4215,1.4215,1.4215
1983-12-16,1.415,1.415,1.415,1.415
1983-12-19,1.418,1.418,1.418,1.418
1983-12-20,1.419,1.419,1.419,1.419
1983-12-21,1.4225,1.4225,1.4225,1.4225
1983-12-22,1.4269,1.4269,1.4269,1.4269
1983-12-23,1.4316,1.4316,1.4316,1.4316
1983-12-27,1.4318,1.4318,1.4318,1.4318
1983-12-28,1.4362,1.4362,1.4362,1.4362
1983-12-29,1.4474,1.4474,1.4474,1.4474
1983-12-30,1.4514,1.4514,1.4514,1.4514
1984-01-03,1.4288,1.4288,1.4288,1.4288
1984-01-04,1.4172,1.4172,1.4172,1.4172
1984-01-05,1.4124,1.4124,1.4124,1.4124
1984-01-06,1.4071,1.4071,1.4071,1.4071
1984-01-09,1.4029,1.4029,1.4029,1.4029
1984-01-10,1.4023,1.4023,1.4023,1.4023
1984-01-11,1.3963,1.3963,1.3963,1.3963
1984-01-12,1.398,1.398,1.398,1.398
1984-01-13,1.41,1.41,1.41,1.41
1984-01-16,1.4194,1.4194,1.4194,1.4194
1984-01-17,1.4106,1.4106,1.4106,1.4106
1984-01-18,1.414,1.414,1.414,1.414
1984-01-19,1.418,1.418,1.418,1.418
1984-01-20,1.4006,1.4006,1.4006,1.4006
1984-01-23,1.4037,1.4037,1.4037,1.4037
1984-01-24,1.399,1.399,1.399,1.399
1984-01-25,1.4006,1.4006,1.4006,1.4006
1984-01-26,1.4061,1.4061,1.4061,1.4061
1984-01-27,1.4037,1.4037,1.4037,1.4037
1984-01-30,1.4073,1.4073,1.4073,1.4073
1984-01-31,1.401,1.401,1.401,1.401
1984-02-01,1.41,1.41,1.41,1.41
1984-02-02,1.4225,1.4225,1.4225,1.4225
1984-02-03,1.4308,1.4308,1.4308,1.4308
1984-02-06,1.4225,1.4225,1.4225,1.4225
1984-02-07,1.4108,1.4108,1.4108,1.4108
1984-02-08,1.4128,1.4128,1.4128,1.4128
1984-02-09,1.4211,1.4211,1.4211,1.4211
1984-02-10,1.4144,1.4144,1.4144,1.4144
1984-02-14,1.428,1.428,1.428,1.428
1984-02-15,1.4447,1.4447,1.4447,1.4447
1984-02-16,1.4459,1.4459,1.4459,1.4459
1984-02-17,1.451,1.451,1.451,1.451
1984-02-21,1.4409,1.4409,1.4409,1.4409
1984-02-22,1.4514,1.4514,1.4514,1.4514
1984-02-23,1.4577,1.4577,1.4577,1.4577
1984-02-24,1.4725,1.4725,1.4725,1.4725
1984-02-27,1.473,1.473,1.473,1.473
1984-02-28,1.4914,1.4914,1.4914,1.4914
1984-02-29,1.4905,1.4905,1.4905,1.4905
1984-03-01,1.478,1.478,1.478,1.478
1984-03-02,1.481,1.481,1.481,1.481
1984-03-05,1.4846,1.4846,1.4846,1.4846
1984-03-06,1.4839,1.4839,1.4839,1.4839
1984-03-07,1.4754,1.4754,1.4754,1.4754
1984-03-08,1.4582,1.4582,1.4582,1.4582
1984-03-09,1.4624,1.4624,1.4624,1.4624
1984-03-12,1.4531,1.4531,1.4531,1.4531
1984-03-13,1.4676,1.4676,1.4676,1.4676
1984-03-14,1.4665,1.4665,1.4665,1.4665
1984-03-15,1.4609,1.4609,1.4609,1.4609
1984-03-16,1.4451,1.4451,1.4451,1.4451
1984-03-19,1.443,1.443,1.443,1.443
1984-03-20,1.4391,1.4391,1.4391,1.4391
1984-03-21,1.4314,1.4314,1.4314,1.4314
1984-03-22,1.43,1.43,1.43,1.43
1984-03-23,1.436,1.436,1.436,1.436
1984-03-26,1.4474,1.4474,1.4474,1.4474
1984-03-27,1.447,1.447,1.447,1.447
1984-03-28,1.4465,1.4465,1.4465,1.4465
1984-03-29,1.4507,1.4507,1.4507,1.4507
1984-03-30,1.4374,1.4374,1.4374,1.4374
