Date,Open,High,Low,Close,Volume
1989-12-29,2168.4,2809.1,2127.1,2753.2,9405022559
1990-12-31,2753.2,3024.3,2344.3,2633.7,8947725567
1991-12-31,2633.7,3204.6,2447,3168.8,10214027824
1992-12-31,3168.8,3435.3,3087.4,3301.1,11503089473
1993-12-31,3301.1,3818.9,3219.3,3754.1,15024902256
1994-12-30,3754.1,4002.8,3520.8,3834.4,16569214290
1995-12-29,3834.4,5266.7,3794.4,5117.1,19555908264
1996-12-31,5117.1,6624,5000.1,6448.3,23466189415
1997-12-31,6448.3,8340.1,6315.8,7908.3,29978844302
1998-12-31,7908.3,9458,7379.7,9181.4,38212770660
1999-12-31,9212.8,11568.8,8994.3,11497.1,45498616165
2000-12-29,11501.8,11750.3,9651.68,10786.8,57875110051
2001-12-31,10790.9,11350,8062.34,10021.5,57117143129
2002-12-31,10021.7,10673.1,7197.49,8341.63,66627977351
2003-12-31,8342.38,10462.4,7416.64,10453.9,60005793350
2004-12-31,10452.7,10868.1,9708.4,10783,64491813191
2005-12-30,10783.8,10984.5,10000.5,10717.5,72269841936
2006-12-29,10718.3,12529.9,10661.2,12463.2,68086732832
2007-12-31,12459.5,14198.1,11939.6,13264.8,61351264779
2008-12-31,13261.8,13279.5,7449.38,8776.39,70031379195
2009-12-31,8772.25,10580.3,6469.95,10428,70453885299
2010-12-31,10430.7,11625,9614.32,11577.51,50702224554
2011-12-30,11577.43,12876,10404.49,12217.56,45632499356
2012-12-31,12221.19,13661.87,12035.09,13104.14,32074181795
2013-12-31,13104.3,16588.25,13104.3,16576.66,29813583286
2014-12-31,16572.17,18103.45,15340.69,17823.07,22824253328
2015-12-31,17823.07,18351.36,15370.33,17425.03,27552605747
2016-12-30,17405.48,19987.63,15450.56,19762.6,25548924464
2017-12-29,19872.9,24876.07,19677.94,24719.22,21952792484
2018-12-31,24809.3,26616.71,23344.52,24448.69,9297793072
